"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",10041100,"Saarbrücken, Landeshauptstadt",176926,0.70217,4,8,2
"2",10041511,"Friedrichsthal, Stadt",10232,0.676966,4,7,2
"3",10041512,"Großrosseln",8095,0.683113,4,7,2
"4",10041513,"Heusweiler",18073,0.657344,3,5,2
"5",10041514,"Kleinblittersdorf",11098,0.662507,3,6,2
"6",10041515,"Püttlingen, Stadt",18707,0.64728,3,5,2
"7",10041516,"Quierschied",13117,0.660741,3,6,2
"8",10041517,"Riegelsberg",14514,0.629613,2,3,2
"9",10041518,"Sulzbach/ Saar, Stadt",16191,0.699345,4,8,2
"10",10041519,"Völklingen, Stadt",38651,0.716294,5,9,3
"11",10042111,"Beckingen",15076,0.695652,4,7,2
"12",10042112,"Losheim am See",15809,0.706601,4,8,2
"13",10042113,"Merzig, Kreisstadt",29615,0.730595,5,10,3
"14",10042114,"Mettlach",12125,0.754082,5,10,3
"15",10042115,"Perl",8222,0.797535,5,10,3
"16",10042116,"Wadern, Stadt",15768,0.699735,4,8,2
"17",10042117,"Weiskirchen",6372,0.722315,5,9,3
"18",10043111,"Eppelborn",17223,0.702213,4,8,2
"19",10043112,"Illingen",16491,0.717481,5,9,3
"20",10043113,"Merchweiler",9965,0.727233,5,10,3
"21",10043114,"Neunkirchen, Kreisstadt",45794,0.768875,5,10,3
"22",10043115,"Ottweiler, Stadt",14612,0.71012,4,8,2
"23",10043116,"Schiffweiler",15780,0.720931,5,9,3
"24",10043117,"Spiesen-Elversberg",13156,0.713868,5,9,3
"25",10044111,"Dillingen/ Saar, Stadt",20040,0.676219,4,7,2
"26",10044112,"Lebach, Stadt",19261,0.675805,4,7,2
"27",10044113,"Nalbach",9156,0.631034,2,4,2
"28",10044114,"Rehlingen-Siersburg",14387,0.639837,2,4,2
"29",10044115,"Saarlouis, Kreisstadt",34248,0.666365,3,6,2
"30",10044116,"Saarwellingen",13289,0.63221,2,4,2
"31",10044117,"Schmelz",16315,0.64933,3,5,2
"32",10044118,"Schwalbach",17147,0.654987,3,5,2
"33",10044119,"Überherrn",11467,0.638011,2,4,2
"34",10044120,"Wadgassen",17540,0.636734,2,4,2
"35",10044121,"Wallerfangen",9321,0.643359,3,5,2
"36",10044122,"Bous",7000,0.666546,3,6,2
"37",10044123,"Ensdorf",6461,0.665068,3,6,2
"38",10045111,"Bexbach, Stadt",17618,0.562153,1,1,1
"39",10045112,"Blieskastel, Stadt",20845,0.551385,1,1,1
"40",10045113,"Gersheim",6586,0.565952,1,2,1
"41",10045114,"Homburg, Kreisstadt",41504,0.584072,1,2,1
"42",10045115,"Kirkel",10042,0.529016,1,1,1
"43",10045116,"Mandelbachtal",10825,0.539245,1,1,1
"44",10045117,"St. Ingbert, Stadt",36112,0.562985,1,1,1
"45",10046111,"Freisen",8009,0.616796,2,3,2
"46",10046112,"Marpingen",10266,0.61075,2,3,2
"47",10046113,"Namborn",7193,0.600566,1,2,1
"48",10046114,"Nohfelden",9964,0.613127,2,3,2
"49",10046115,"Nonnweiler",8690,0.597053,1,2,1
"50",10046116,"Oberthal",6059,0.614835,2,3,2
"51",10046117,"St. Wendel, Kreisstadt",25887,0.605011,1,2,1
"52",10046118,"Tholey",12191,0.605771,2,3,2
