"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",10041100,"Saarbrücken, Landeshauptstadt",176926,0.689265,4,8,2
"2",10041511,"Friedrichsthal, Stadt",10232,0.649153,4,7,2
"3",10041512,"Großrosseln",8095,0.618357,3,6,2
"4",10041513,"Heusweiler",18073,0.612977,2,4,2
"5",10041514,"Kleinblittersdorf",11098,0.630255,3,6,2
"6",10041515,"Püttlingen, Stadt",18707,0.615912,3,5,2
"7",10041516,"Quierschied",13117,0.613768,3,5,2
"8",10041517,"Riegelsberg",14514,0.589889,2,3,2
"9",10041518,"Sulzbach/ Saar, Stadt",16191,0.663133,4,8,2
"10",10041519,"Völklingen, Stadt",38651,0.686585,4,8,2
"11",10042111,"Beckingen",15076,0.661281,4,7,2
"12",10042112,"Losheim am See",15809,0.686042,4,8,2
"13",10042113,"Merzig, Kreisstadt",29615,0.703591,5,9,3
"14",10042114,"Mettlach",12125,0.707169,5,9,3
"15",10042115,"Perl",8222,0.768863,5,10,3
"16",10042116,"Wadern, Stadt",15768,0.679019,4,8,2
"17",10042117,"Weiskirchen",6372,0.698796,4,8,2
"18",10043111,"Eppelborn",17223,0.704781,5,9,3
"19",10043112,"Illingen",16491,0.719654,5,10,3
"20",10043113,"Merchweiler",9965,0.734457,5,10,3
"21",10043114,"Neunkirchen, Kreisstadt",45794,0.780513,5,10,3
"22",10043115,"Ottweiler, Stadt",14612,0.713153,5,9,3
"23",10043116,"Schiffweiler",15780,0.73096,5,10,3
"24",10043117,"Spiesen-Elversberg",13156,0.70849,5,9,3
"25",10044111,"Dillingen/ Saar, Stadt",20040,0.660992,4,7,2
"26",10044112,"Lebach, Stadt",19261,0.635473,3,6,2
"27",10044113,"Nalbach",9156,0.596995,2,4,2
"28",10044114,"Rehlingen-Siersburg",14387,0.617627,3,5,2
"29",10044115,"Saarlouis, Kreisstadt",34248,0.645892,3,6,2
"30",10044116,"Saarwellingen",13289,0.60881,2,4,2
"31",10044117,"Schmelz",16315,0.62311,3,6,2
"32",10044118,"Schwalbach",17147,0.613224,3,5,2
"33",10044119,"Überherrn",11467,0.602504,2,4,2
"34",10044120,"Wadgassen",17540,0.615622,3,5,2
"35",10044121,"Wallerfangen",9321,0.607373,2,4,2
"36",10044122,"Bous",7000,0.651469,4,7,2
"37",10044123,"Ensdorf",6461,0.647467,4,7,2
"38",10045111,"Bexbach, Stadt",17618,0.521291,1,2,1
"39",10045112,"Blieskastel, Stadt",20845,0.515709,1,1,1
"40",10045113,"Gersheim",6586,0.519469,1,1,1
"41",10045114,"Homburg, Kreisstadt",41504,0.535798,1,2,1
"42",10045115,"Kirkel",10042,0.49097,1,1,1
"43",10045116,"Mandelbachtal",10825,0.484859,1,1,1
"44",10045117,"St. Ingbert, Stadt",36112,0.510538,1,1,1
"45",10046111,"Freisen",8009,0.567622,2,3,2
"46",10046112,"Marpingen",10266,0.554634,1,2,1
"47",10046113,"Namborn",7193,0.560411,2,3,2
"48",10046114,"Nohfelden",9964,0.557745,1,2,1
"49",10046115,"Nonnweiler",8690,0.55911,2,3,2
"50",10046116,"Oberthal",6059,0.563892,2,3,2
"51",10046117,"St. Wendel, Kreisstadt",25887,0.572378,2,3,2
"52",10046118,"Tholey",12191,0.553414,1,2,1
