"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",7111,"Koblenz, kreisfreie Stadt",111434,0.648276,2,4,2
"2",7131,"Ahrweiler",126643,0.62235,2,3,2
"3",7132,"Altenkirchen (Westerwald)",128228,0.764204,5,10,3
"4",7133,"Bad Kreuznach",155944,0.685716,3,6,2
"5",7134,"Birkenfeld",80591,0.763365,5,10,3
"6",7135,"Cochem-Zell",62041,0.739385,4,8,2
"7",7137,"Mayen-Koblenz",210441,0.696007,4,7,2
"8",7138,"Neuwied",179317,0.673126,3,5,2
"9",7140,"Rhein-Hunsrück-Kreis",101945,0.640932,2,3,2
"10",7141,"Rhein-Lahn-Kreis",121487,0.678297,3,5,2
"11",7143,"Westerwaldkreis",199131,0.687186,3,6,2
"12",7211,"Trier, kreisfreie Stadt",108472,0.702027,4,7,2
"13",7231,"Bernkastel-Wittlich",110981,0.659523,3,5,2
"14",7232,"Eifelkreis Bitburg-Prüm",96408,0.753105,5,10,3
"15",7233,"Vulkaneifel",60775,0.73076,4,8,2
"16",7235,"Trier-Saarburg",145227,0.747461,5,9,3
"17",7311,"Frankenthal (Pfalz), kreisfreie Stadt",47724,0.646733,2,4,2
"18",7312,"Kaiserslautern, kreisfreie Stadt",97382,0.746177,5,9,3
"19",7313,"Landau in der Pfalz, kreisfreie Stadt",44465,0.644154,2,4,2
"20",7314,"Ludwigshafen am Rhein, kreisfreie Stadt",163832,0.683087,3,6,2
"21",7315,"Mainz, kreisfreie Stadt",206991,0.340963,1,1,1
"22",7316,"Neustadt an der Weinstraße, kreisfreie Stadt",52564,0.556198,1,2,1
"23",7317,"Pirmasens, kreisfreie Stadt",40046,0.917463,5,10,3
"24",7318,"Speyer, kreisfreie Stadt",49855,0.533617,1,2,1
"25",7319,"Worms, kreisfreie Stadt",81010,0.731482,4,8,2
"26",7320,"Zweibrücken, kreisfreie Stadt",34011,0.679517,3,6,2
"27",7331,"Alzey-Worms",125998,0.59497,2,3,2
"28",7332,"Bad Dürkheim",131530,0.546896,1,2,1
"29",7333,"Donnersbergkreis",74962,0.703135,4,7,2
"30",7334,"Germersheim",126266,0.557825,1,2,1
"31",7335,"Kaiserslautern",104288,0.710435,4,8,2
"32",7336,"Kusel",70883,0.743022,5,9,3
"33",7337,"Südliche Weinstraße",109735,0.609608,2,3,2
"34",7338,"Rhein-Pfalz-Kreis",150051,0.477969,1,1,1
"35",7339,"Mainz-Bingen",204514,0.389097,1,1,1
"36",7340,"Südwestpfalz",96410,0.676021,3,5,2
