"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111,"Stuttgart",612441,0.187036,1,1,1
"2",8115,"Böblingen",374279,0.182285,1,1,1
"3",8116,"Esslingen",516779,0.228311,1,1,1
"4",8117,"Göppingen",250117,0.409858,3,6,2
"5",8118,"Ludwigsburg",526377,0.257962,1,2,1
"6",8119,"Rems-Murr-Kreis",414016,0.324827,2,3,2
"7",8121,"Heilbronn",119841,0.546154,5,9,3
"8",8125,"Heilbronn",329250,0.364825,2,4,2
"9",8126,"Hohenlohekreis",108816,0.426515,3,6,2
"10",8127,"Schwäbisch Hall",188974,0.487411,5,9,3
"11",8128,"Main-Tauber-Kreis",130299,0.470306,4,7,2
"12",8135,"Heidenheim",128894,0.388469,3,5,2
"13",8136,"Ostalbkreis",308205,0.383679,3,5,2
"14",8211,"Baden-Baden",53342,0.375636,2,4,2
"15",8212,"Karlsruhe",300051,0.283094,1,2,1
"16",8215,"Karlsruhe",431315,0.317272,2,3,2
"17",8216,"Rastatt",224687,0.405387,3,5,2
"18",8221,"Heidelberg",154715,0.140791,1,1,1
"19",8222,"Mannheim",299844,0.492017,5,9,3
"20",8225,"Neckar-Odenwald-Kreis",141651,0.566738,5,10,3
"21",8226,"Rhein-Neckar-Kreis",534729,0.331757,2,3,2
"22",8231,"Pforzheim",119291,0.57143,5,10,3
"23",8235,"Calw",152766,0.472517,4,8,2
"24",8236,"Enzkreis",193728,0.336631,2,3,2
"25",8237,"Freudenstadt",115147,0.458896,4,7,2
"26",8311,"Freiburg im Breisgau",222203,0.369134,2,4,2
"27",8315,"Breisgau-Hochschwarzwald",252749,0.461004,4,7,2
"28",8316,"Emmendingen",159708,0.450834,4,7,2
"29",8317,"Ortenaukreis",415639,0.475151,4,8,2
"30",8325,"Rottweil",135912,0.463107,4,7,2
"31",8326,"Schwarzwald-Baar-Kreis",206116,0.47269,4,8,2
"32",8327,"Tuttlingen",134607,0.473561,4,8,2
"33",8335,"Konstanz",275785,0.511074,5,9,3
"34",8336,"Lörrach",223692,0.546337,5,9,3
"35",8337,"Waldshut",165211,0.572807,5,10,3
"36",8415,"Reutlingen",278031,0.355111,2,4,2
"37",8416,"Tübingen",218355,0.310686,1,2,1
"38",8417,"Zollernalbkreis",186360,0.448529,3,6,2
"39",8421,"Ulm",120714,0.297854,1,2,1
"40",8425,"Alb-Donau-Kreis",189129,0.342827,2,4,2
"41",8426,"Biberach",190438,0.387213,3,5,2
"42",8435,"Bodenseekreis",209386,0.295379,1,2,1
"43",8436,"Ravensburg",275339,0.426027,3,6,2
"44",8437,"Sigmaringen",127716,0.585396,5,10,3
