"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111,"Stuttgart",612441,0.249673,1,1,1
"2",8115,"Böblingen",374279,0.247689,1,1,1
"3",8116,"Esslingen",516779,0.287573,1,1,1
"4",8117,"Göppingen",250117,0.43999,3,6,2
"5",8118,"Ludwigsburg",526377,0.305219,1,2,1
"6",8119,"Rems-Murr-Kreis",414016,0.396526,2,4,2
"7",8121,"Heilbronn",119841,0.487325,4,7,2
"8",8125,"Heilbronn",329250,0.38699,2,4,2
"9",8126,"Hohenlohekreis",108816,0.434836,3,5,2
"10",8127,"Schwäbisch Hall",188974,0.514635,5,9,3
"11",8128,"Main-Tauber-Kreis",130299,0.481581,4,7,2
"12",8135,"Heidenheim",128894,0.438731,3,6,2
"13",8136,"Ostalbkreis",308205,0.428111,3,5,2
"14",8211,"Baden-Baden",53342,0.381227,2,3,2
"15",8212,"Karlsruhe",300051,0.347812,1,2,1
"16",8215,"Karlsruhe",431315,0.37438,2,3,2
"17",8216,"Rastatt",224687,0.429444,3,5,2
"18",8221,"Heidelberg",154715,0.212971,1,1,1
"19",8222,"Mannheim",299844,0.584995,5,9,3
"20",8225,"Neckar-Odenwald-Kreis",141651,0.555756,5,9,3
"21",8226,"Rhein-Neckar-Kreis",534729,0.384874,2,4,2
"22",8231,"Pforzheim",119291,0.658043,5,10,3
"23",8235,"Calw",152766,0.501576,4,8,2
"24",8236,"Enzkreis",193728,0.373189,2,3,2
"25",8237,"Freudenstadt",115147,0.459649,3,6,2
"26",8311,"Freiburg im Breisgau",222203,0.430724,3,5,2
"27",8315,"Breisgau-Hochschwarzwald",252749,0.461084,4,7,2
"28",8316,"Emmendingen",159708,0.509186,4,8,2
"29",8317,"Ortenaukreis",415639,0.513485,5,9,3
"30",8325,"Rottweil",135912,0.474799,4,7,2
"31",8326,"Schwarzwald-Baar-Kreis",206116,0.507026,4,8,2
"32",8327,"Tuttlingen",134607,0.505143,4,8,2
"33",8335,"Konstanz",275785,0.541837,5,9,3
"34",8336,"Lörrach",223692,0.597329,5,10,3
"35",8337,"Waldshut",165211,0.651078,5,10,3
"36",8415,"Reutlingen",278031,0.413809,2,4,2
"37",8416,"Tübingen",218355,0.334174,1,2,1
"38",8417,"Zollernalbkreis",186360,0.486657,4,7,2
"39",8421,"Ulm",120714,0.342704,1,2,1
"40",8425,"Alb-Donau-Kreis",189129,0.397759,2,4,2
"41",8426,"Biberach",190438,0.380853,2,3,2
"42",8435,"Bodenseekreis",209386,0.298637,1,2,1
"43",8436,"Ravensburg",275339,0.440918,3,6,2
"44",8437,"Sigmaringen",127716,0.592671,5,10,3
