"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",13003000,"Rostock, Hansestadt",204167,0.747148,1,1,1
"2",13004000,"Schwerin, Landeshauptstadt",92138,0.72529,1,1,1
"3",13071027,"Dargun, Stadt",4433,0.866715,4,8,2
"4",13071029,"Demmin, Hansestadt",11342,0.896853,5,10,3
"5",13071033,"Feldberger Seenlandschaft",4399,0.888388,5,9,3
"6",13071107,"Neubrandenburg, Stadt",63311,0.815328,3,5,2
"7",13071110,"Neustrelitz, Stadt",20476,0.857931,4,7,2
"8",13071156,"Waren (Müritz), Stadt",21042,0.828421,3,5,2
"9",13071951,"Demmin-Land",7216,0.912429,5,10,3
"10",13071952,"Friedland",8921,0.898145,5,10,3
"11",13071953,"Malchin am Kummerower See",12685,0.87363,5,9,3
"12",13071954,"Malchow",10769,0.851981,4,7,2
"13",13071955,"Mecklenburgische Kleinseenplatte",8061,0.860963,4,8,2
"14",13071956,"Neustrelitz-Land",7453,0.863681,4,8,2
"15",13071957,"Neverin",8643,0.795934,2,3,2
"16",13071958,"Penzliner Land",6857,0.893175,5,9,3
"17",13071959,"Röbel-Müritz",14611,0.832748,3,6,2
"18",13071960,"Seenlandschaft Waren",9365,0.828636,3,5,2
"19",13071961,"Stargarder Land",9721,0.817528,3,5,2
"20",13071962,"Stavenhagen",11551,0.859734,4,8,2
"21",13071963,"Treptower Tollensewinkel",14099,0.874196,5,9,3
"22",13071964,"Woldegk",6778,0.895816,5,10,3
"23",13072006,"Bad Doberan, Stadt",11785,0.805564,2,3,2
"24",13072029,"Dummerstorf",7202,0.771592,1,2,1
"25",13072036,"Graal-Müritz",4152,0.775837,1,2,1
"26",13072043,"Güstrow, Stadt",28791,0.831162,3,5,2
"27",13072058,"Kröpelin, Stadt",4709,0.834113,3,6,2
"28",13072060,"Kühlungsborn, Stadt",7825,0.802178,2,3,2
"29",13072074,"Neubukow, Stadt",3876,0.845788,4,7,2
"30",13072091,"Sanitz",5715,0.767492,1,2,1
"31",13072093,"Satow",5506,0.781892,2,3,2
"32",13072106,"Teterow, Stadt",8642,0.83407,3,6,2
"33",13072951,"Bad Doberan-Land",11690,0.769483,1,2,1
"34",13072952,"Bützow-Land",16151,0.83394,3,6,2
"35",13072953,"Carbäk",8460,0.756724,1,1,1
"36",13072954,"Gnoien",5976,0.912152,5,10,3
"37",13072955,"Güstrow-Land",9514,0.809242,2,4,2
"38",13072956,"Krakow am See",8903,0.8354,3,6,2
"39",13072957,"Laage",8828,0.811722,2,4,2
"40",13072958,"Mecklenburgische Schweiz",8206,0.853865,4,7,2
"41",13072959,"Neubukow-Salzhaff",6576,0.848708,4,7,2
"42",13072960,"Rostocker Heide",8851,0.778602,1,2,1
"43",13072961,"Schwaan",7543,0.802411,2,3,2
"44",13072962,"Tessin",6573,0.804181,2,3,2
"45",13072963,"Warnow-West",16404,0.750519,1,1,1
"46",13073011,"Binz",5172,0.811401,2,4,2
"47",13073035,"Grimmen, Stadt",9960,0.858457,4,8,2
