"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",12051000,"Brandenburg an der Havel, Stadt",71032,0.878672,4,7,2
"2",12052000,"Cottbus, Stadt",99491,0.766949,2,3,2
"3",12053000,"Frankfurt (Oder), Stadt",57649,0.833007,3,5,2
"4",12054000,"Potsdam, Stadt",164042,0.575123,1,1,1
"5",12060005,"Ahrensfelde",12856,0.693721,1,1,1
"6",12060012,"Althüttendorf",675,0.866771,4,7,2
"7",12060020,"Bernau bei Berlin, Stadt",36547,0.78498,2,4,2
"8",12060024,"Biesenthal, Stadt",5632,0.79176,2,4,2
"9",12060034,"Breydin",799,0.79176,2,4,2
"10",12060036,"Britz",2132,0.836603,3,6,2
"11",12060045,"Chorin",2281,0.836603,3,6,2
"12",12060052,"Eberswalde, Stadt",38897,0.886371,4,7,2
"13",12060068,"Friedrichswalde",809,0.866771,4,7,2
"14",12060092,"Hohenfinow",512,0.836603,3,6,2
"15",12060100,"Joachimsthal, Stadt",3352,0.866771,4,7,2
"16",12060128,"Liepe",646,0.836603,3,6,2
"17",12060149,"Lunow-Stolzenhagen",1206,0.836603,3,6,2
"18",12060154,"Marienwerder",1739,0.79176,2,4,2
"19",12060161,"Melchow",939,0.79176,2,4,2
"20",12060172,"Niederfinow",610,0.836603,3,6,2
"21",12060176,"Oderberg, Stadt",2165,0.836603,3,6,2
"22",12060181,"Panketal",19721,0.695667,1,1,1
"23",12060185,"Parsteinsee",552,0.836603,3,6,2
"24",12060192,"Rüdnitz",1967,0.79176,2,4,2
"25",12060198,"Schorfheide",9759,0.796615,2,4,2
"26",12060250,"Sydower Fließ",886,0.79176,2,4,2
"27",12060269,"Wandlitz",21656,0.771222,2,3,2
"28",12060280,"Werneuchen, Stadt",8197,0.781632,2,3,2
"29",12060296,"Ziethen",446,0.866771,4,7,2
"30",12061005,"Alt Zauche-Wußwerk",506,0.765933,2,3,2
"31",12061017,"Bersteland",895,0.719139,1,2,1
"32",12061020,"Bestensee",7125,0.723581,1,2,1
"33",12061061,"Byhleguhre-Byhlen",775,0.765933,2,3,2
"34",12061097,"Drahnsdorf",584,0.719139,1,2,1
"35",12061112,"Eichwalde",6421,0.664727,1,1,1
"36",12061164,"Golßen, Stadt",2505,0.719139,1,2,1
"37",12061192,"Groß Köris",2243,0.731469,1,2,1
"38",12061216,"Halbe",2176,0.731469,1,2,1
"39",12061217,"Heidesee",6828,0.718124,1,2,1
"40",12061219,"Heideblick",3679,0.751955,2,3,2
"41",12061224,"Jamlitz",550,0.765933,2,3,2
"42",12061244,"Kasel-Golzig",673,0.719139,1,2,1
"43",12061260,"Königs Wusterhausen, Stadt",34795,0.718237,1,2,1
"44",12061265,"Krausnick-Groß Wasserburg",589,0.719139,1,2,1
"45",12061308,"Lieberose, Stadt",1391,0.765933,2,3,2
"46",12061316,"Lübben (Spreewald), Stadt",13672,0.755587,2,3,2
"47",12061320,"Luckau, Stadt",9558,0.7413,1,2,1
"48",12061328,"Märkisch Buchholz, Stadt",740,0.731469,1,2,1
"49",12061329,"Märkische Heide",3989,0.733198,1,2,1
"50",12061332,"Mittenwalde, Stadt",8774,0.695485,1,1,1
"51",12061344,"Münchehofe",481,0.731469,1,2,1
"52",12061352,"Neu Zauche",1126,0.765933,2,3,2
"53",12061405,"Rietzneuendorf-Staakow",609,0.719139,1,2,1
"54",12061428,"Schlepzig",614,0.719139,1,2,1
"55",12061433,"Schönefeld",13895,0.695661,1,1,1
"56",12061435,"Schönwald",1141,0.719139,1,2,1
"57",12061444,"Schulzendorf",7706,0.671571,1,1,1
"58",12061448,"Schwerin",815,0.731469,1,2,1
"59",12061450,"Schwielochsee",1523,0.765933,2,3,2
"60",12061470,"Spreewaldheide",472,0.765933,2,3,2
"61",12061471,"Steinreich",522,0.719139,1,2,1
"62",12061476,"Straupitz",1000,0.765933,2,3,2
"63",12061492,"Teupitz, Stadt",1812,0.731469,1,2,1
"64",12061510,"Unterspreewald",830,0.719139,1,2,1
"65",12061540,"Wildau, Stadt",9945,0.695211,1,1,1
"66",12061572,"Zeuthen",10993,0.671188,1,1,1
"67",12062024,"Bad Liebenwerda, Stadt",9411,0.884804,4,7,2
"68",12062088,"Crinitz",1226,0.879081,4,7,2
"69",12062092,"Doberlug-Kirchhain, Stadt",8625,0.915677,5,9,3
"70",12062124,"Elsterwerda, Stadt",8161,0.921964,5,9,3
"71",12062128,"Falkenberg/Elster, Stadt",6529,0.898939,4,8,2
"72",12062134,"Fichtwald",678,0.891858,4,8,2
"73",12062140,"Finsterwalde, Stadt",16407,0.946963,5,10,3
"74",12062177,"Gorden-Staupitz",972,0.886087,4,7,2
"75",12062196,"Gröden",1404,0.865934,3,6,2
"76",12062208,"Großthiemig",1059,0.865934,3,6,2
"77",12062219,"Heideland",544,0.905227,4,8,2
"78",12062224,"Herzberg (Elster), Stadt",9127,0.912186,5,9,3
"79",12062232,"Hirschfeld",1298,0.865934,3,6,2
"80",12062237,"Hohenbucko",655,0.891858,4,8,2
"81",12062240,"Hohenleipisch",2069,0.886087,4,7,2
"82",12062282,"Kremitzaue",828,0.891858,4,8,2
"83",12062289,"Lebusa",786,0.891858,4,8,2
