"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",12051000,"Brandenburg an der Havel, Stadt",71032,0.939184,5,9,3
"2",12052000,"Cottbus, Stadt",99491,0.762584,2,3,2
"3",12053000,"Frankfurt (Oder), Stadt",57649,0.852734,4,7,2
"4",12054000,"Potsdam, Stadt",164042,0.570096,1,1,1
"5",12060005,"Ahrensfelde",12856,0.701113,1,2,1
"6",12060012,"Althüttendorf",675,0.859053,4,7,2
"7",12060020,"Bernau bei Berlin, Stadt",36547,0.783885,2,4,2
"8",12060024,"Biesenthal, Stadt",5632,0.794118,2,4,2
"9",12060034,"Breydin",799,0.794118,2,4,2
"10",12060036,"Britz",2132,0.840268,3,6,2
"11",12060045,"Chorin",2281,0.840268,3,6,2
"12",12060052,"Eberswalde, Stadt",38897,0.884591,4,8,2
"13",12060068,"Friedrichswalde",809,0.859053,4,7,2
"14",12060092,"Hohenfinow",512,0.840268,3,6,2
"15",12060100,"Joachimsthal, Stadt",3352,0.859053,4,7,2
"16",12060128,"Liepe",646,0.840268,3,6,2
"17",12060149,"Lunow-Stolzenhagen",1206,0.840268,3,6,2
"18",12060154,"Marienwerder",1739,0.794118,2,4,2
"19",12060161,"Melchow",939,0.794118,2,4,2
"20",12060172,"Niederfinow",610,0.840268,3,6,2
"21",12060176,"Oderberg, Stadt",2165,0.840268,3,6,2
"22",12060181,"Panketal",19721,0.700592,1,2,1
"23",12060185,"Parsteinsee",552,0.840268,3,6,2
"24",12060192,"Rüdnitz",1967,0.794118,2,4,2
"25",12060198,"Schorfheide",9759,0.802335,2,4,2
"26",12060250,"Sydower Fließ",886,0.794118,2,4,2
"27",12060269,"Wandlitz",21656,0.771506,2,4,2
"28",12060280,"Werneuchen, Stadt",8197,0.780793,2,4,2
"29",12060296,"Ziethen",446,0.859053,4,7,2
"30",12061005,"Alt Zauche-Wußwerk",506,0.755996,2,3,2
"31",12061017,"Bersteland",895,0.712649,1,2,1
"32",12061020,"Bestensee",7125,0.708543,1,2,1
"33",12061061,"Byhleguhre-Byhlen",775,0.755996,2,3,2
"34",12061097,"Drahnsdorf",584,0.712649,1,2,1
"35",12061112,"Eichwalde",6421,0.650709,1,1,1
